State Name,"District Name","Market Name",Variety,Group,"Arrivals (Tonnes)","Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Reported Date"
Maharashtra, Pune, Pune, Local, Vegetables, 1892.3, 700, 1900, 1300, "21 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1084.4, 600, 2000, 1300, "26 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1263.2, 500, 1500, 1000, "09 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1475.1, 1000, 3200, 2100, "28 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1270.5, 1200, 3000, 2100, "21 Aug 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 688.5, 2000, 3800, 2900, "13 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 655.4, 3000, 4300, 3650, "07 Oct 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1028.1, 2500, 4500, 3500, "05 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1579.1, 600, 1600, 1100, "11 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1500, 1000, 3000, 2000, "22 Oct 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 951, 2400, 5000, 3700, "05 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1149.4, 2500, 7000, 4750, "29 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1450.2, 2000, 4200, 3100, "21 Nov 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 775.6, 2500, 6500, 4500, "05 Jan 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1998.8, 1500, 3300, 2400, "25 Feb 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1526.4, 1400, 2600, 2000, "01 Nov 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 536.8, 1800, 5100, 3450, "20 Jan 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1251.9, 1600, 3200, 2400, "12 Aug 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1384.9, 1800, 3500, 2650, "08 Aug 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1037.9, 1500, 3100, 2300, "16 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1355.4, 1600, 6000, 3600, "19 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1273, 500, 1500, 1000, "05 Feb 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1045.6, 1500, 2700, 2100, "30 Oct 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 892.2, 1600, 5000, 3300, "19 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1475.3, 1600, 3200, 2400, "12 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1323.9, 600, 1800, 1200, "31 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 816.5, 1400, 3000, 2200, "05 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1212.1, 1200, 3200, 2200, "03 Nov 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 54, 1500, 5400, 3450, "24 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1024.3, 3000, 4800, 3900, "22 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1125, 500, 1500, 1000, "26 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 715.9, 3500, 4800, 4150, "02 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1194.7, 600, 1800, 1200, "06 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1636.3, 800, 2200, 1500, "30 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 716, 2000, 4200, 3100, "12 Jan 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1607.1, 1400, 2500, 2050, "31 Mar 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1944, 400, 1600, 1000, "14 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1786.1, 500, 1500, 1000, "05 Aug 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 397.7, 1400, 3000, 2200, "05 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1024.2, 3000, 4400, 3700, "22 Jan 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1206.1, 1400, 3200, 2300, "11 Jul 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 992.5, 1500, 3100, 2300, "19 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1854, 600, 2000, 1300, "18 Mar 2024" 
Maharashtra, Pune, Pune, Local, Vegetables, 1493.2, 500, 1500, 1000, "20 May 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1149.3, 600, 2000, 1300, "14 Aug 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1291.7, 2000, 3600, 2800, "24 Apr 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 942.2, 600, 1600, 1050, "03 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 637.2, 700, 2500, 1600, "12 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 590.3, 2900, 4300, 3600, "20 Jun 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1115.4, 1000, 3200, 2100, "02 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 561.6, 2800, 4200, 3500, "04 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1018.4, 2000, 7000, 4500, "20 Aug 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 555.3, 2000, 3500, 2750, "27 Feb 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1300, 1400, 2600, 2000, "09 Apr 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 1175, 500, 1500, 1000, "10 Dec 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 829.3, 1200, 3200, 2200, "03 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1162.8, 2200, 6200, 3700, "06 Nov 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 2357.6, 600, 1800, 1200, "03 Mar 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1311, 1100, 3100, 2100, "07 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 884.8, 2000, 3500, 2750, "01 Jan 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 813.7, 1000, 3000, 2000, "15 Jul 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 772.5, 3200, 4500, 3850, "09 Sep 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1471.9, 1400, 2600, 2000, "31 Jan 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1263, 1200, 3000, 2100, "21 Jul 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 913.6, 2000, 4600, 3300, "04 Oct 2024"
Maharashtra, Pune, Pune, Local, Vegetables, 1362.3, 1500, 3200, 2350, "06 Jan 2025"
Maharashtra, Pune, Pune, Local, Vegetables, 826.3, 1000, 3000, 2000, "26 Jun 2024"
