State Name,"District Name","Market Name",Variety,Group,"Arrivals (Tonnes)","Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Reported Date"
Maharashtra,Pune,Pune,Local,Vegetables,176.9,600,1600,1100,"21 Jun 2024"
Maharashtra,Pune,Pune,Local,Vegetables,189.8,2000,5500,3750,"16 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,191.8,2500,5500,4000,"02 Jun 2024"
Maharashtra,Pune,Pune,Local,Vegetables,202.8,1000,2500,1750,"03 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,235.8,600,1300,950,"14 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,238.8,1500,6000,3750,"19 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,252,500,1200,850,"16 Jun 2024"
Maharashtra,Pune,Pune,Local,Vegetables,285.1,1500,4000,2750,"28 Apr 2024"
Maharashtra,Pune,Pune,Local,Vegetables,286.6,500,1200,850,"23 Jun 2024"
Maharashtra,Pune,Pune,Local,Vegetables,321.1,2000,5000,3500,"07 Jun 2024"
Maharashtra,Pune,Pune,Local,Vegetables,105.3,1000,4000,2500,"27 Nov 2024"
Maharashtra,Pune,Pune,Local,Vegetables,119.5,1000,3000,2000,"26 Sep 2024"
Maharashtra,Pune,Pune,Local,Vegetables,125,1000,3500,2250,"02 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,151,1500,5000,3250,"06 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,162.3,600,1200,900,"04 Apr 2024"
Maharashtra,Pune,Pune,Local,Vegetables,205,600,1200,900,"07 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,205.5,400,1200,800,"25 Oct 2025"
Maharashtra,Pune,Pune,Local,Vegetables,221.2,1000,4000,2500,"20 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,229,600,1200,900,"03 Jan 2025"
Maharashtra,Pune,Pune,Local,Vegetables,231.9,600,1500,1050,"04 Feb 2025"
Maharashtra,Pune,Pune,Local,Vegetables,242.2,700,1200,950,"23 Feb 2025"
Maharashtra,Pune,Pune,Local,Vegetables,273.6,400,1200,800,"25 Aug 2025"
Maharashtra,Pune,Pune,Local,Vegetables,282.4,600,1400,1000,"21 Jul 2025"
Maharashtra,Pune,Pune,Local,Vegetables,284.5,2000,6500,4250,"05 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,307.4,800,1400,1100,"29 Dec 2024"
Maharashtra,Pune,Pune,Local,Vegetables,348.7,500,1200,850,"03 Oct 2024"
Maharashtra,Pune,Pune,Local,Vegetables,134.2,1500,5000,3250,"01 Nov 2024"
Maharashtra,Pune,Pune,Local,Vegetables,145.3,1400,3000,2200,"26 Nov 2024"
Maharashtra,Pune,Pune,Local,Vegetables,160.2,1000,3000,2000,"16 Dec 2024"
Maharashtra,Pune,Pune,Local,Vegetables,171.5,600,2000,1300,"02 Apr 2024"
Maharashtra,Pune,Pune,Local,Vegetables,188.6,600,1200,900,"21 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,188.7,400,1200,800,"28 Mar 2025"
Maharashtra,Pune,Pune,Local,Vegetables,200,600,1400,1000,"25 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,200,1500,5000,3250,"14 Nov 2024"
Maharashtra,Pune,Pune,Local,Vegetables,201,600,2000,1300,"17 Dec 2024"
Maharashtra,Pune,Pune,Local,Vegetables,210.9,600,1600,1100,"22 Oct 2024"
Maharashtra,Pune,Pune,Local,Vegetables,218.7,1000,4000,2500,"24 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,220.5,800,1700,1250,"09 Jan 2024"
Maharashtra,Pune,Pune,Local,Vegetables,221.3,500,1200,850,"07 Nov 2025"
Maharashtra,Pune,Pune,Local,Vegetables,239.3,1000,2000,1500,"16 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,260.1,400,1400,900,"07 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,274,1200,5500,3350,"24 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,323.2,800,1400,1100,"01 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,108.6,1000,4500,2750,"16 Sep 2024"
Maharashtra,Pune,Pune,Local,Vegetables,134.2,1000,2500,1750,"13 Jan 2024"
Maharashtra,Pune,Pune,Local,Vegetables,142.9,600,1200,900,"01 Jan 2025"
Maharashtra,Pune,Pune,Local,Vegetables,142.9,600,1500,1050,"10 Jul 2025"
Maharashtra,Pune,Pune,Local,Vegetables,147,1500,4500,3000,"15 Apr 2024"
Maharashtra,Pune,Pune,Local,Vegetables,174.5,500,1200,850,"11 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,193.2,2000,5000,3500,"07 Jan 2024"
Maharashtra,Pune,Pune,Local,Vegetables,193.8,600,1400,1000,"20 Mar 2025"
Maharashtra,Pune,Pune,Local,Vegetables,194.1,600,1500,1050,"25 Apr 2024"
Maharashtra,Pune,Pune,Local,Vegetables,224.3,700,1400,1050,"01 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,229,1000,2000,1500,"19 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,240.3,600,1500,1050,"26 Apr 2024"
Maharashtra,Pune,Pune,Local,Vegetables,248.9,600,1200,900,"10 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,296.6,800,1800,1300,"30 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,300.8,1000,3000,2000,"03 Nov 2024"
Maharashtra,Pune,Pune,Local,Vegetables,322.3,1000,2500,1750,"30 Oct 2024"
Maharashtra,Pune,Pune,Local,Vegetables,112.5,600,2500,1550,"11 Sep 2024"
Maharashtra,Pune,Pune,Local,Vegetables,143.3,600,2000,1300,"18 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,154.8,2000,7000,4500,"13 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,169.1,1000,1600,1300,"07 Aug 2024"
Maharashtra,Pune,Pune,Local,Vegetables,169.3,600,2500,1550,"21 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,169.5,700,1500,1100,"22 Apr 2024"
Maharashtra,Pune,Pune,Local,Vegetables,192.2,800,1600,1200,"17 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,193.3,400,1200,800,"20 Sep 2024"
Maharashtra,Pune,Pune,Local,Vegetables,198.7,1200,3000,2100,"04 Sep 2024"
Maharashtra,Pune,Pune,Local,Vegetables,208,600,1600,1100,"25 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,208.3,500,1200,850,"12 Dec 2025"
Maharashtra,Pune,Pune,Local,Vegetables,225.4,600,2000,1300,"02 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,226.7,600,1500,1050,"22 Nov 2024"
Maharashtra,Pune,Pune,Local,Vegetables,244.8,800,2500,1650,"17 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,258.8,1000,1600,1300,"31 Jan 2024"
Maharashtra,Pune,Pune,Local,Vegetables,265.4,600,1200,900,"17 Nov 2025"
Maharashtra,Pune,Pune,Local,Vegetables,271.8,1000,2000,1500,"27 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,290,1000,2000,1500,"09 Jun 2024"
Maharashtra,Pune,Pune,Local,Vegetables,330.6,1000,4000,2500,"12 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,342.7,600,1600,1100,"22 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,105.4,1000,2000,1500,"30 Sep 2024"
Maharashtra,Pune,Pune,Local,Vegetables,111.7,2000,5000,3500,"24 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,133.7,1500,6000,3750,"09 Apr 2024"
Maharashtra,Pune,Pune,Local,Vegetables,137.5,500,1200,850,"19 Jun 2024"
Maharashtra,Pune,Pune,Local,Vegetables,141.7,1500,4500,3000,"08 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,155.4,800,1600,1200,"06 Jan 2024"
Maharashtra,Pune,Pune,Local,Vegetables,156,500,2000,1250,"05 Jun 2025"
Maharashtra,Pune,Pune,Local,Vegetables,175,1500,3500,2500,"27 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,180.6,1000,2500,1750,"11 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,191.5,1000,1800,1400,"29 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,216.7,600,1200,900,"06 Aug 2024"
Maharashtra,Pune,Pune,Local,Vegetables,224.2,1000,2000,1500,"10 Dec 2024"
Maharashtra,Pune,Pune,Local,Vegetables,236.4,600,2000,1300,"29 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,237,1000,2000,1500,"30 Jun 2024"
Maharashtra,Pune,Pune,Local,Vegetables,244.9,1500,4500,3000,"31 Dec 2024"
Maharashtra,Pune,Pune,Local,Vegetables,274.5,500,1200,850,"16 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,275.3,500,1200,850,"22 Aug 2025"
Maharashtra,Pune,Pune,Local,Vegetables,279.8,1000,2500,1750,"28 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,284.3,1500,4500,3000,"29 Sep 2024"
Maharashtra,Pune,Pune,Local,Vegetables,285,1000,4500,2750,"08 Sep 2024"
Maharashtra,Pune,Pune,Local,Vegetables,313.8,1000,2500,1750,"04 Aug 2024"
Maharashtra,Pune,Pune,Local,Vegetables,322.3,800,2500,1650,"16 Aug 2024"
